Club,Type,Target,Total,Side,Shot Quality,Date,Lie,End Lie,Quality,Notes
 8I, Approach,52.95184807,52.9705193,-5, Pro, 2025-08-11 12:27:37 +0000, Fairway, Green, Center, #straight#low
 Pu, Putting,0.509089051,5.43388848,6, 25 Handicap, 2025-08-11 12:27:37 +0000, Green, Green, short,
 Pu, Putting,5.620723081,5.620723081,7, Pro, 2025-08-11 12:27:37 +0000, Green, Green, holed,
 Dr, Driving,453.50246,171.1890429,32, 20 Handicap, 2025-08-11 12:27:37 +0000, Tee, Rough, Center, #slice#normal
 4H, Approach,295.5900361,107.3569892,15, 10 Handicap, 2025-08-11 12:27:37 +0000, Rough, Rough, Low, #push#low
 4H, Approach,189.980959,126.7392586,0, 10 Handicap, 2025-08-11 12:27:37 +0000, Rough, Rough, Heel, #pull#low
 7I, Approach,67.66544971,39.66960473,-4, 15 Handicap, 2025-08-11 12:27:37 +0000, Rough, Fairway, Low, #high#intended
 8I, Short,31.40123967,33.94602209,3, 5 Handicap, 2025-08-11 12:27:37 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,6.130222547,5.63418239,3, 20 Handicap, 2025-08-11 12:27:37 +0000, Green, Green, short,
 Pu, Putting,0.5756501,0.5756501,-3, Pro, 2025-08-11 12:27:37 +0000, Green, Green, holed,
 Dr, Driving,336.6412241,184.1409984,-3, Elite Am, 2025-08-14 01:52:01 +0000, Tee, Fairway, Center, #fade#straight
 4H, Approach,152.5365136,103.2998631,-4, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, Low, #straight#low
 PW, Approach,50.11573138,30.65479866,0, 25 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Rough, High, #pull#low
 PW, Short,22.19327967,32.1420945,3, 10 Handicap, 2025-08-14 01:52:01 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,9.954355953,7.297676807,3, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,2.819830918,2.819846521,6, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,246.9899061,154.6350565,-36, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Recovery, Heel, #hook#pull#normal
 9I, Approach,101.8031796,46.68956649,-4, Pro, 2025-08-14 01:52:01 +0000, Recovery, Fairway, , #straight#low#intended
 PW, Approach,61.31762374,60.81099719,-3, Pro, 2025-08-14 01:52:01 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,0.76505056,0.765056659,5, Pro, 2025-08-14 01:52:01 +0000, Green, Green, ,
 7I, Approach,122.0403336,72.52538628,0, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Recovery, Heel, #pull#normal
 PW, Approach,60.3647189,52.19073363,3, Pro, 2025-08-14 01:52:01 +0000, Recovery, Green, Low, #straight#normal#intended
 Pu, Putting,9.496080535,8.267212284,-3, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, highLeft,
 Pu, Putting,2.555201908,2.555201908,4, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,305.8124969,178.6295218,6, Elite Am, 2025-08-14 01:52:01 +0000, Tee, Fairway, Center, #fade#straight#normal#intended
 5W, Approach,129.3852017,49.76677514,6, 20 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, High, #straight#low
 9I, Approach,79.63934138,64.39000313,-6, 20 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Rough, Low, #straight#low
 Pu, Short,16.11815127,15.34258611,7, Pro, 2025-08-14 01:52:01 +0000, Rough, Green, highRight,
 Pu, Putting,0.838597337,0.838579784,3, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,253.9417038,118.7333291,0, 10 Handicap, 2025-08-14 01:52:01 +0000, Tee, Fairway, Heel, #pull#normal
 4H, Approach,138.7796302,110.740842,3, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, Low, #straight#low
 SW, Short,28.96355104,23.49040372,0, 20 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Sand, Heel, #pull#low
 SW, Short,11.93160798,7.074615328,4, 20 Handicap, 2025-08-14 01:52:01 +0000, Sand, Sand, Low, #straight#low
 SW, Short,12.45905125,11.8321731,-4, Pro, 2025-08-14 01:52:01 +0000, Sand, Green, Center, #straight#normal#intended
 Pu, Putting,0.817379772,0.817396679,-7, Pro, 2025-08-14 01:52:01 +0000, Green, Green, ,
 5W, Approach,122.2316226,98.73727686,0, 15 Handicap, 2025-08-14 01:52:01 +0000, Tee, Rough, Low, #pull#low
 SW, Short,27.18870549,43.74722246,0, 20 Handicap, 2025-08-14 01:52:01 +0000, Rough, Rough, Low, #pull#low
 Pu, Short,17.35649625,9.604002356,-7, 10 Handicap, 2025-08-14 01:52:01 +0000, Rough, Green, ,
 Pu, Putting,8.484173257,7.743125067,-3, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,1.414349652,1.414349652,7, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,235.2631247,152.1743531,-32, 20 Handicap, 2025-08-14 01:52:01 +0000, Tee, Rough, Center, #hook#normal#doubleCross
 9I, Approach,96.51629254,28.3386874,0, 20 Handicap, 2025-08-14 01:52:01 +0000, Rough, Rough, Low, #pull#low#doubleCross
 9I, Approach,68.45672523,38.25984491,5, 15 Handicap, 2025-08-14 01:52:01 +0000, Rough, Fairway, Center, #straight#low#intended
 SW, Short,37.22828048,27.9497338,-7, 0 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,3.915778568,8.498496128,3, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,1.984838,1.984820557,-3, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 5W, Approach,168.0804923,106.2841445,37, 25 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Recovery, Toe, #slice#straight#normal#doubleCross
 PW, Approach,71.04537925,50.12918669,4, Pro, 2025-08-14 01:52:01 +0000, Recovery, Green, High, #straight#low#doubleCross
 Pu, Putting,26.24812482,12.62321866,-5, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,13.62580442,13.6403465,4, Elite Am, 2025-08-14 01:52:01 +0000, Green, Green, highLeft,
 Pu, Putting,1.120166201,1.120084011,-7, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,476.0608219,101.8022115,-3, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Rough, High, #straight#low#doubleCross
 4H, Approach,379.4260168,138.7985741,-6, 5 Handicap, 2025-08-14 01:52:01 +0000, Rough, Fairway, Center, #straight#normal#intended
 4H, Approach,249.7840048,140.3852939,-5, 5 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, Center, #fade#straight#normal#intended
 9I, Approach,110.082651,87.69891707,-3, 5 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,15.01981575,18.42921639,-7, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,6.853518482,7.365303815,-3, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, lowLeft,
 Pu, Putting,0.979599092,0.979599092,-5, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,330.8547663,74.20773347,0, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Recovery, Heel, #pull#low#doubleCross
 6I, Approach,276.3375046,63.82503347,-3, 5 Handicap, 2025-08-14 01:52:01 +0000, Recovery, Fairway, Center, #straight#low#intended
 4H, Approach,216.8254953,40.04664426,-4, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, High, #straight#low#doubleCross
 4H, Approach,176.7797012,63.50710344,4, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, High, #straight#low#doubleCross
 9I, Approach,113.7141765,84.32742718,6, 20 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Rough, Low, #straight#low#doubleCross
 Pu, Short,30.4452811,18.8408894,7, 10 Handicap, 2025-08-14 01:52:01 +0000, Rough, Green, ,
 Pu, Putting,12.85613277,13.31642456,-4, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,3.655374822,6.14182099,-6, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,2.534521618,2.534462029,-4, Pro, 2025-08-14 01:52:01 +0000, Green, Green, ,
 7I, Approach,153.8065905,113.2437372,-5, 20 Handicap, 2025-08-14 01:52:01 +0000, Tee, Rough, Center, #straight#normal#doubleCross
 PW, Short,40.93975591,25.86498066,-7, 15 Handicap, 2025-08-14 01:52:01 +0000, Rough, Rough, Center, #straight#low#doubleCross
 Pu, Short,16.19427608,15.49452072,-5, Pro, 2025-08-14 01:52:01 +0000, Rough, Green, ,
 Pu, Putting,1.458050994,3.170390742,7, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,378.2744425,86.16205894,0, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Fairway, Low, #pull#low#doubleCross
 4H, Approach,292.2970821,71.50008888,-5, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, High,
 4H, Approach,220.8466939,37.78772743,-4, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, High, #straight#low#doubleCross
 4H, Approach,184.3304422,168.0926648,4, Pro, 2025-08-14 01:52:01 +0000, Fairway, Green, High, #straight#normal#intended
 Pu, Putting,16.23919198,15.26238659,7, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, lowLeft,
 Pu, Putting,2.41046406,2.410469276,5, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 8I, Approach,135.6162316,110.1958244,-4, 5 Handicap, 2025-08-14 01:52:01 +0000, Tee, Green, Center, #straight#normal#intended
 Pu, Putting,15.64679597,32.43073482,-6, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, left,
 Pu, Putting,7.908685933,7.800108178,-7, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, highRight,
 Pu, Putting,1.175711928,1.175711928,-7, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,401.2572602,161.4392115,56, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Rough, , #slice#push#normal#doubleCross
 6I, Approach,246.6593581,56.07094033,0, 10 Handicap, 2025-08-14 01:52:01 +0000, Rough, Fairway, Center, #pull#low#doubleCross
 4H, Approach,204.2146777,55.74456307,-6, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, High, #straight#low#doubleCross
 5H, Approach,149.5019984,127.4219555,-7, 10 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, Center, #fade#straight#normal#intended
 PW, Short,22.13294149,17.84466951,3, 5 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Green, Heel,
 Pu, Putting,3,6.232459886,-3, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, highRight,
 Pu, Putting,0.886296526,0.886278066,4, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,357.7376291,190.8323584,-4, 0 Handicap, 2025-08-14 01:52:01 +0000, Tee, Fairway, ,
 4H, Approach,167.3307602,117.19069,-6, 15 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, Low, #straight#low#doubleCross
 PW, Approach,50.18531214,22.57493664,-4, 20 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Fairway, High, #straight#low#doubleCross
 8I, Short,27.66729049,22.73218455,-4, 10 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,6.474061129,6.91605069,-5, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, highLeft,
 Pu, Putting,1.169596174,1.169596633,7, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 Dr, Driving,337.5371931,73.24429323,10, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Rough, Toe, #fade#push#low#doubleCross
 4H, Approach,265.407205,65.94160051,-7, 15 Handicap, 2025-08-14 01:52:01 +0000, Rough, Rough, Low, #straight#low#doubleCross
 4H, Approach,202.2308873,149.4265555,-7, 5 Handicap, 2025-08-14 01:52:01 +0000, Rough, Fairway, Center, #straight#normal#intended
 PW, Approach,53.46867154,41.71228525,4, 5 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,5.732517736,11.73015219,6, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, lowLeft,
 Pu, Putting,1.873749273,3.955400635,-6, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, right,
 Pu, Putting,2.441654557,2.441659575,-6, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 4H, Driving,168.6918353,90.11886883,49, 25 Handicap, 2025-08-14 01:52:01 +0000, Tee, Recovery, Toe, #slice#push#normal#doubleCross
 9I, Approach,87.14341058,34.16858432,7, Pro, 2025-08-14 01:52:01 +0000, Recovery, Fairway, Center, #straight#low#intended
 SW, Approach,73.11018429,54.00414672,-6, 10 Handicap, 2025-08-14 01:52:01 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,19.64338437,9.886505366,7, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, short,
 Pu, Putting,9.760183874,9.285491528,6, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, lowRight,
 Pu, Putting,2.681457247,3.649008119,-3, 25 Handicap, 2025-08-14 01:52:01 +0000, Green, Green, right,
 Pu, Putting,1.091080631,1.091080631,-3, Pro, 2025-08-14 01:52:01 +0000, Green, Green, ,
 Dr, Driving,317.9847658,150.9211008,-40, 15 Handicap, 2025-08-14 01:52:01 +0000, Tee, Rough, Center, #hook#pull#normal#doubleCross
 6I, Approach,170.426108,40.18226401,6, 15 Handicap, 2025-08-14 01:52:01 +0000, Rough, Fairway, Center, #straight#low#intended
 4H, Approach,162.0059302,155.3621712,-4, Pro, 2025-08-14 01:52:01 +0000, Fairway, Green, , #straight#normal#intended
 Pu, Putting,9.95256748,7.157417647,-7, Elite Am, 2025-08-14 01:52:01 +0000, Green, Green, highRight,
 Pu, Putting,0.808434839,0.808421229,-4, Pro, 2025-08-14 01:52:01 +0000, Green, Green, holed,
 4H, Approach,155.3159041,132.0710372,0, 5 Handicap, 2025-08-16 10:42:53 +0000, Rough, Fairway, Center, #pull#high#doubleCross
 8I, Short,29.43021741,46.05508581,0, 15 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Green, Low, #pull#low#intended
 Pu, Putting,18.53230157,18.88940361,5, Pro, 2025-08-16 10:42:53 +0000, Green, Green, left,
 Pu, Putting,0.437064982,0.437066301,3, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 Dr, Approach,468.8347667,181.3987108,33, 5 Handicap, 2025-08-16 10:42:53 +0000, Tee, Fairway, Heel, #slice#high#doubleCross
 4H, Approach,287.6856861,148.2944517,-3, 5 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Fairway, Center, #fade#straight#low#intended
 5H, Approach,140.0913499,125.2534545,6, 10 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Fairway, Center,
 Pu, Short,14.91434915,14.74585067,7, Pro, 2025-08-16 10:42:53 +0000, Fairway, Green, left,
 Pu, Putting,1.056599219,1.056605424,-4, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 4H, Approach,170.2415278,143.9226248,0, 15 Handicap, 2025-08-16 10:42:53 +0000, Tee, Rough, Center, #pull#low
 PW, Short,30.54807652,29.10501391,6, Pro, 2025-08-16 10:42:53 +0000, Rough, Green, Low, #straight#low#intended
 Pu, Putting,2.225443873,2.225443873,3, Pro, 2025-08-16 10:42:53 +0000, Green, Green, ,
 Dr, Driving,344.8891947,158.84989,41, 20 Handicap, 2025-08-16 10:42:53 +0000, Tee, Rough, Toe, #slice#high
 4H, Approach,202.3227798,127.5369922,-5, 5 Handicap, 2025-08-16 10:42:53 +0000, Rough, Fairway, Low, #straight#low
 PW, Approach,77.19523638,77.99642201,4, 5 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Green, Low, #straight#high#intended
 Pu, Putting,8.407860126,9.086069825,-6, 5 Handicap, 2025-08-16 10:42:53 +0000, Green, Green, short,
 Pu, Putting,0.681726668,0.681726638,-4, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 Dr, Driving,249.1302743,155.6897106,49, 20 Handicap, 2025-08-16 10:42:53 +0000, Tee, Rough, Center, #slice#push#high
 8I, Approach,129.376372,114.7633315,-4, Pro, 2025-08-16 10:42:53 +0000, Rough, Green, Low, #straight#high#intended
 Pu, Putting,9.03520571,16.39935281,4, 10 Handicap, 2025-08-16 10:42:53 +0000, Green, Green, highRight,
 Pu, Putting,1.006177271,1.006159427,-6, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 5W, Approach,183.5843991,151.2419933,6, 10 Handicap, 2025-08-16 10:42:53 +0000, Tee, Fairway, Center, #straight#low
 PW, Short,34.95239411,46.25224629,7, 20 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Rough, Low, #low
 PW, Short,11.47497614,4.612055199,7, 10 Handicap, 2025-08-16 10:42:53 +0000, Rough, Green, Low, #straight#low
 Pu, Putting,8.990334128,9.092188071,4, 25 Handicap, 2025-08-16 10:42:53 +0000, Green, Green, short,
 Pu, Putting,1.309569625,1.309569619,-3, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 Dr, Driving,262.4453983,169.0462816,32, 10 Handicap, 2025-08-16 10:42:53 +0000, Tee, Rough, , #slice#normal
 8I, Approach,95.3944412,53.11632007,-6, 15 Handicap, 2025-08-16 10:42:53 +0000, Rough, Fairway, High, #straight#low
 SW, Short,42.35992254,39.95797557,-3, 5 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Green, Low, #straight#low
 Pu, Putting,9.104622901,7.715040413,3, 25 Handicap, 2025-08-16 10:42:53 +0000, Green, Green, short,
 Pu, Putting,2.387725587,2.38784197,-4, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 Dr, Driving,321.1580624,177.2744537,49, 10 Handicap, 2025-08-16 10:42:53 +0000, Tee, Rough, Center, #slice
 8I, Approach,144.1194457,97.56398982,-7, 10 Handicap, 2025-08-16 10:42:53 +0000, Rough, Fairway, Low, #low
 SW, Approach,46.88563046,43.45379858,6, 5 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Green, Center, #straight#normal
 Pu, Putting,5.793588696,4.500220907,6, 25 Handicap, 2025-08-16 10:42:53 +0000, Green, Green, short,
 Pu, Putting,1.299847248,1.299882928,-4, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 Dr, Driving,446.2178894,174.6535374,33, 20 Handicap, 2025-08-16 10:42:53 +0000, Tee, Rough, Center, #slice
 4H, Approach,289.0308085,117.1645875,4, 10 Handicap, 2025-08-16 10:42:53 +0000, Rough, Rough, Center, #straight#low
 4H, Approach,174.1738058,127.1820293,-4, 5 Handicap, 2025-08-16 10:42:53 +0000, Rough, Fairway, Toe, #fade#low
 SW, Approach,47.36069992,60.3897904,3, 5 Handicap, 2025-08-16 10:42:53 +0000, Fairway, Green, Center, #straight#high#intended
 Pu, Putting,6.411554403,11.82482666,6, 25 Handicap, 2025-08-16 10:42:53 +0000, Green, Green, short,
 Pu, Putting,2.914172241,2.914172241,5, Pro, 2025-08-16 10:42:53 +0000, Green, Green, holed,
 Dr, Driving,333.2347539,198.7522742,5, Elite Am, 2025-08-17 09:02:14 +0000, Tee, Fairway, Center, #fade#straight#normal#intended
 8I, Approach,134.5330402,123.7677444,-7, 5 Handicap, 2025-08-17 09:02:14 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,15.06980469,10.37744349,7, Pro, 2025-08-17 09:02:14 +0000, Green, Green, right,
 Pu, Putting,1.211268643,1.211321113,-6, Pro, 2025-08-17 09:02:14 +0000, Green, Green, holed,
 Dr, Driving,236.993465,123.6371125,0, 15 Handicap, 2025-08-17 09:02:14 +0000, Tee, Fairway, Heel, #pull#normal
 7I, Approach,113.594829,97.42478071,18, 15 Handicap, 2025-08-17 09:02:14 +0000, Fairway, Sand, Center, #push#high
 SW, Short,16.96541104,23.94322417,20, 10 Handicap, 2025-08-17 09:02:14 +0000, Sand, Green, Center, #push#high#intended
 Pu, Putting,8.311333979,8.471941837,7, 25 Handicap, 2025-08-17 09:02:14 +0000, Green, Green, highRight,
 Pu, Putting,1.648998799,1.649032182,5, Pro, 2025-08-17 09:02:14 +0000, Green, Green, holed,
 7I, Driving,118.7420933,110.7656849,19, 15 Handicap, 2025-08-17 09:02:14 +0000, Tee, Sand, Low, #push#low
 SW, Short,13.35030546,24.93412766,-3, 20 Handicap, 2025-08-17 09:02:14 +0000, Sand, Rough, Low, #straight#low
 PW, Short,13.23952691,17.26100885,5, 5 Handicap, 2025-08-17 09:02:14 +0000, Rough, Green, Low, #straight#low
 Pu, Putting,4.24488575,4.643752129,6, 25 Handicap, 2025-08-17 09:02:14 +0000, Green, Green, short,
 Pu, Putting,0.865706783,3.673911978,5, 25 Handicap, 2025-08-17 09:02:14 +0000, Green, Green, highRight,
 Pu, Putting,2.88452469,2.884701052,-4, Pro, 2025-08-17 09:02:14 +0000, Green, Green, holed,
 Dr, Driving,302.9599548,188.9386683,-15, Elite Am, 2025-08-17 09:02:14 +0000, Tee, Fairway, Center, #draw#normal
 7I, Approach,116.7526225,102.8331237,0, 20 Handicap, 2025-08-17 09:02:14 +0000, Fairway, Rough, Low, #pull#normal
 PW, Short,26.36156976,10.91473894,-5, 15 Handicap, 2025-08-17 09:02:14 +0000, Rough, Sand, Low, #straight#low
 SW, Short,15.62305701,6.2544241,-5, 10 Handicap, 2025-08-17 09:02:14 +0000, Sand, Green, Center, #straight#high
 Pu, Putting,10.82702779,9.923546247,7, 5 Handicap, 2025-08-17 09:02:14 +0000, Green, Green, short,
 Pu, Putting,1.133886454,1.13386012,5, Pro, 2025-08-17 09:02:14 +0000, Green, Green, holed,
 Dr, Driving,263.282049,139.4806259,67, 20 Handicap, 2025-08-17 09:02:14 +0000, Tee, Rough, Toe, #slice#push#high
 6I, Approach,146.7813325,56.64093683,-6, 20 Handicap, 2025-08-17 09:02:14 +0000, Rough, Rough, Low, #straight#low#intended
 8I, Approach,108.3516081,98.13330774,-7, Pro, 2025-08-17 09:02:14 +0000, Rough, Green, Center, #straight#normal#intended
 Pu, Putting,10.352748,8.764179778,-6, 25 Handicap, 2025-08-17 09:02:14 +0000, Green, Green, short,
